LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
LOMBARDO,KEVIN,06/08/1949,Alderwood,901-94-2846,MALE,833,SAVANNAH,06/03/1968,REPUBLICAN
SANTIAGO-ROJAS,JENNIFER,07/09/1946,Montana,828-94-3346,FEMALE,117,HIMALAYA,06/03/1968,REPUBLICAN
HAACK,DONNA,11/22/1947,Oregon,621-33-2518,FEMALE,350,KEESHOND,06/04/1968,REPUBLICAN
HARANCZYK,DAVID,04/05/1949,Idaho,882-55-5346,MALE,54,WASHINGTON,06/04/1968,REPUBLICAN
FRIEDRICH,MARIA,06/10/1949,Alderwood,617-97-5956,FEMALE,1029,KEESHOND,06/05/1968,REPUBLICAN
NELSON,GABRIEL ,02/05/1930,Alderwood,786-72-2024,MALE,1078,FOURTH,06/05/1968,REPUBLICAN
RICE,LINDA,06/11/1950,Alderwood,879-52-2091,FEMALE,2051,PINSCHER,06/06/1968,INDEPENDENT
SCHERRER,RICHARD,11/24/1947,ARIZONA,437-06-9079,MALE,447,HIMALAYA,06/06/1968,REPUBLICAN
HANSEN,NOAH,11/25/1947,Alderwood,411-66-6605,MALE,2975,PERSIMMON,06/07/1968,DEMOCRAT
KENNY,SUSAN,04/08/1949,Alderwood,661-53-4165,FEMALE,3206,BITTEROOT,06/07/1968,REPUBLICAN
SHAH,CHARLES,11/26/1947,Oregon,116-50-1832,MALE,1201,OLIVE,06/08/1968,REPUBLICAN
VO,DEBRA,07/14/1946,Oregon,092-14-7995,FEMALE,15,PANSY,06/08/1968,DEMOCRAT
MITCHELL,CALEB,04/10/1949,FLORIDA,192-32-3035,MALE,101,SINGAPURA,06/09/1968,DEMOCRAT
WINTERS,MARGARET,06/14/1949,MEXICO,604-23-6336,FEMALE,805,QUAIL,06/09/1968,REPUBLICAN
HARRIS,JOSEPH,11/28/1947,Utah,790-14-2979,MALE,535,OAK,06/10/1968,INDEPENDENT
MEITZLER,BRENDA,07/16/1946,Oregon,472-72-6079,FEMALE,382,FIFTH,06/10/1968,DEMOCRAT
CARTMELL,JORDAN,07/17/1946,Montana,252-50-9172,MALE,118,SECOND,06/11/1968,DEMOCRAT
WHITE,DOROTHY,07/17/1946,Alderwood,273-98-4459,FEMALE,1988,PERSIMMON,06/11/1968,DEMOCRAT
ANDERSON,JASMINE,04/13/1949,ARIZONA,647-68-5055,FEMALE,525,MASTIFF,06/12/1968,REPUBLICAN
BASKARAN,JOSEPH,11/30/1947,Idaho,898-71-3037,MALE,116,MALTESE,06/12/1968,DEMOCRAT
SCHUR,BETH,04/14/1949,Washington,002-46-0413,FEMALE,1582,SAGUARO,06/13/1968,DEMOCRAT
TERRY,HUNTER,07/19/1946,Alderwood,896-02-0622,MALE,1358,SWEET PEA,06/13/1968,REPUBLICAN
SINGHAL,BRAD,04/15/1949,Utah,259-80-0188,MALE,110,ABYSSINIAN,06/14/1968,DEMOCRAT
SWITA,SYDNEY,10/24/1943,Alderwood,263-05-5732,FEMALE,1547,TERRIER,06/14/1968,REPUBLICAN
CLARK,CARRIE,06/20/1949,Alderwood,474-65-0377,FEMALE,1885,SAGUARO,06/15/1968,DEMOCRAT
RAPPE,CAMERON,03/08/1945,ARIZONA,392-56-7699,MALE,29,MUM,06/15/1968,REPUBLICAN
ADKINS,VICTORIA,07/22/1946,Oregon,664-26-1593,FEMALE,3262,PALMETTO,06/16/1968,REPUBLICAN
IMTIAZ,DONALD,12/04/1947,Utah,945-12-7617,MALE,255,DALMATIAN,06/16/1968,REPUBLICAN
GANO,CAROLINE,03/10/1945,Alderwood,813-44-0909,FEMALE,1533,SINGAPURA,06/17/1968,REPUBLICAN
HARTLEY,KYLE,07/23/1946,Alderwood,432-80-7255,MALE,2660,SNOWSHOE,06/17/1968,REPUBLICAN
COFFEY,DENNIS,03/11/1945,FLORIDA,367-87-1800,MALE,55,MARIGOLD,06/18/1968,REPUBLICAN
NEWHOUSE,ANNA,04/19/1949,Alderwood,914-33-0156,FEMALE,123,CHOWCHOW,06/18/1968,REPUBLICAN
ANDERSON,ELIJAH,07/25/1946,Alderwood,928-87-1386,MALE,287,BURMESE,06/19/1968,INDEPENDENT
BARTLETT,KATY,03/12/1945,Alderwood,417-61-0169,FEMALE,377,PERSIMMON,06/19/1968,REPUBLICAN
BRIDGES,BRIANNA,02/20/1930,Utah,224-93-4875,FEMALE,22,BLACKBERRY,06/20/1968,DEMOCRAT
THOMPSON,WAYNE,12/08/1947,Alderwood,942-52-8006,MALE,1497,SASKATOON,06/20/1968,REPUBLICAN
HILBERG,JASON,12/09/1947,Montana,003-54-5914,MALE,113,BOBTAIL,06/21/1968,DEMOCRAT
ZHANG,CYNTHIA,07/27/1946,Alderwood,229-62-3604,FEMALE,511,BUTTONWOOD,06/21/1968,REPUBLICAN
DAHL,NEAL,02/22/1930,Alderwood,405-62-8181,MALE,1147,THIRTEENTH,06/22/1968,REPUBLICAN
VALDEZ,JESSICA,04/23/1949,Oregon,912-90-2190,FEMALE,3367,HONEYSUCKLE,06/22/1968,DEMOCRAT
CANNON,NATALIE,03/16/1945,MEXICO,060-91-2946,FEMALE,488,PHEASANT,06/23/1968,INDEPENDENT
PITTMAN,JACK,12/11/1947,Alderwood,371-45-2725,MALE,569,BASSET,06/23/1968,DEMOCRAT
BARRERAS,MIKE,02/24/1930,Montana,029-90-6291,MALE,175,SECOND,06/24/1968,DEMOCRAT
POOL,GRACE,04/25/1949,Alderwood,325-53-8202,FEMALE,435,ELEVENTH,06/24/1968,DEMOCRAT
GEISZLER,AARON,12/13/1947,Alderwood,566-26-1645,MALE,3332,SIBERIAN,06/25/1968,REPUBLICAN
HOZA,KIMBERLY,07/31/1946,ARIZONA,614-46-7608,FEMALE,132,MAIN,06/25/1968,DEMOCRAT
MCCULLEY,ISABELLA,07/11/1931,ARIZONA,544-59-9169,FEMALE,174,BENGAL,06/26/1968,REPUBLICAN
RODRIGUEZ,SCOTT,07/01/1950,Oregon,983-34-1621,MALE,1735,SUNSET,06/26/1968,DEMOCRAT
RHOADS,BECKY,07/02/1949,Montana,622-60-6215,FEMALE,24,SCHNAUZER,06/27/1968,DEMOCRAT
WILFONG,ISAIAH,08/02/1946,Alderwood,672-61-6130,MALE,504,FIFTH,06/27/1968,REPUBLICAN
CARVO,THOMAS,08/03/1946,Montana,001-42-9279,MALE,235,THIRD,06/28/1968,DEMOCRAT
KUNDU,LAUREN,08/03/1946,Alderwood,676-40-5443,MALE,1613,BOXWOOD,06/28/1968,REPUBLICAN
JOHNSON,LUKE,07/14/1931,California,970-47-1100,MALE,149,SOMALI,06/29/1968,REPUBLICAN
SOMASUNDARAM,REBECAH,04/30/1949,Alderwood,466-73-0950,FEMALE,1351,CORNISH,06/29/1968,REPUBLICAN
MACOUREK,ALYSSA,05/01/1949,Alderwood,674-45-8308,FEMALE,3332,MAIN,06/30/1968,REPUBLICAN
SHI,STEVEN,07/05/1949,Oregon,456-76-6094,MALE,1110,MALAMUTE,06/30/1968,REPUBLICAN
KICKERT,CONNER,12/19/1947,Montana,957-76-9746,MALE,56,BROOM,07/01/1968,REPUBLICAN
RESCH,KELLY,12/19/1947,Alderwood,512-90-1769,FEMALE,1883,PETERBALD,07/01/1968,REPUBLICAN
BJORNSTAD,OLIVIA,08/07/1946,ARIZONA,528-45-7142,FEMALE,385,ROSE,07/02/1968,INDEPENDENT
PARKHURST,RICHARD,03/04/1930,Alderwood,565-58-5936,MALE,1302,SERENGETI,07/02/1968,REPUBLICAN
NELSON,ANGELA,07/08/1950,ARIZONA,587-13-2358,FEMALE,85,PAWPAW,07/03/1968,REPUBLICAN
NGUYEN,LUIS,12/21/1947,MEXICO,628-48-5528,MALE,458,STRAWBERRY,07/03/1968,DEMOCRAT
BREWER,WILLIAM,12/22/1947,Alderwood,246-58-6443,MALE,1561,BEAGLE,07/04/1968,REPUBLICAN
FRESHLEY,ABIGAIL,03/27/1945,ARIZONA,900-67-6746,FEMALE,250,ROSEHIP,07/04/1968,DEMOCRAT
CASAZZA,ISAAC,08/10/1946,ARIZONA,226-53-6731,MALE,643,COON,07/05/1968,DEMOCRAT
XIE,MICHELLE,08/10/1946,Washington,433-83-3496,FEMALE,511,FOXGLOVE,07/05/1968,REPUBLICAN
SILVER,ROBERT,05/07/1949,NEW HAMPSHIRE,550-78-6297,MALE,2000,BUFFALOBERRY,07/06/1968,INDEPENDENT
SLATE,CHLOE,05/07/1949,Montana,291-09-0217,FEMALE,48,BITTERSWEET,07/06/1968,DEMOCRAT
AZAD,AMY,08/12/1946,Wyoming,835-11-4792,FEMALE,40,SPRUCE,07/07/1968,DEMOCRAT
VALDEZ,FRANK,07/12/1950,Alderwood,692-89-2397,MALE,2324,BRITTANY,07/07/1968,DEMOCRAT
GACKLE,KENNETH,08/13/1946,Alderwood,911-98-5747,MALE,67,TWINBERRY,07/08/1968,DEMOCRAT
STOUT,SOPHIA,08/13/1946,ILLINOIS,595-20-8552,FEMALE,445,HOLLY,07/08/1968,REPUBLICAN
JONES,GEORGE,08/14/1946,DELAWARE,585-05-4796,MALE,153,BENGAL,07/09/1968,REPUBLICAN
LIU,MELISSA,05/10/1949,Utah,372-77-9517,FEMALE,159,BOXWOOD,07/09/1968,DEMOCRAT
CHIN,JEFFERY,08/15/1946,ARIZONA,440-68-9601,MALE,106,AIREDALE,07/10/1968,DEMOCRAT
PITNER,MORGAN,08/15/1946,Alderwood,544-70-5820,FEMALE,1759,HOLLY,07/10/1968,REPUBLICAN
CUNNINGHAM,HEATHER,07/16/1950,Oregon,488-05-8413,FEMALE,49,BOMBAY,07/11/1968,DEMOCRAT
LOKKEN,CHARLES,08/16/1946,California,070-54-4777,MALE,52,ROSEHIP,07/11/1968,REPUBLICAN
KENNEDY,JULIA,08/17/1946,Alderwood,133-67-2460,FEMALE,1841,TENTH,07/12/1968,REPUBLICAN
LARA,CHRISTOPHER,04/04/1945,Montana,297-76-8003,MALE,51,PERSIMMON,07/12/1968,REPUBLICAN
BERKMAN,HARRY,12/31/1947,ARIZONA,773-20-8328,MALE,88,ROSE,07/13/1968,REPUBLICAN
SKINNER,STEPHANIE,08/18/1946,FLORIDA,258-73-2890,FEMALE,224,FOXGLOVE,07/13/1968,REPUBLICAN
HUGHES,JOHN,08/19/1946,Alderwood,605-37-0422,MALE,658,REX,07/14/1968,REPUBLICAN
SULLIVAN,KAITLYN,04/06/1945,Alderwood,408-30-2271,FEMALE,1534,CORNFLOWER,07/14/1968,REPUBLICAN
CRAMER,HAROLD,08/20/1946,GEORGIA,206-61-3804,MALE,83,BRITTANY,07/15/1968,INDEPENDENT
GRUBBS,LAUREN,05/16/1949,HAWAII,271-62-6479,MALE,275,REX,07/15/1968,REPUBLICAN
FREDERICK,BRIAN,08/21/1946,DELAWARE,785-88-5731,MALE,107,CHIHUAHUA,07/16/1968,REPUBLICAN
KRUMBAH,HAILEY,01/03/1948,Alderwood,814-73-1012,FEMALE,799,AIREDALE,07/16/1968,DEMOCRAT
CAO,NICOLE,03/19/1930,Alderwood,245-65-1175,FEMALE,2821,PIXIE,07/17/1968,REPUBLICAN
HEABERLIN,EDWARD,05/18/1949,Utah,449-12-6391,MALE,295,SNOWBERRY,07/17/1968,DEMOCRAT
ELY,JASON,01/05/1948,Alderwood,340-09-3748,MALE,560,TWINBERRY,07/18/1968,REPUBLICAN
LYONS,KATHERINE,05/19/1949,MEXICO,535-59-4264,FEMALE,392,CHIHUAHUA,07/18/1968,DEMOCRAT
GIBBONS,AMANDA,05/20/1949,Oregon,061-07-0468,FEMALE,84,HIMALAYA,07/19/1968,INDEPENDENT
GOFORTH,HENRY,08/03/1931,ARIZONA,558-05-5321,MALE,209,WOLFHOUND,07/19/1968,DEMOCRAT
HU,SCOTT,01/07/1948,Alderwood,418-78-4179,MALE,223,MAPLE,07/20/1968,DEMOCRAT
SCHROEDER,NICOLE,03/04/1941,Alderwood,586-81-7887,FEMALE,1276,OLIVE,07/20/1968,DEMOCRAT
ELSETHAGEN,WALTER,04/13/1945,Alderwood,152-66-5971,MALE,93,BIRCH,07/21/1968,REPUBLICAN
TIMCHALK,BRITTANY,05/22/1949,Alderwood,635-93-1808,FEMALE,750,HIMALAYA,07/21/1968,DEMOCRAT
GOODEY,ALEXANDRA,07/27/1949,ARIZONA,144-48-6892,FEMALE,10,SAFFLOWER,07/22/1968,REPUBLICAN
LIN,MATTHEW,01/09/1948,VERMONT,476-24-2044,MALE,319,BUFFALOBERRY,07/22/1968,DEMOCRAT
GATES,BERNIE,01/10/1948,Alderwood,260-07-9222,MALE,989,ROSEHIP,07/23/1968,REPUBLICAN
WU,RACHEL,08/07/1931,INDIANA,351-29-9943,FEMALE,1890,SUNSET,07/23/1968,DEMOCRAT
ESCHBACH,SAVANNAH,05/25/1949,Utah,472-88-7001,FEMALE,1045,PALM,07/24/1968,REPUBLICAN
HORNE,DANIEL,08/29/1946,Mexico,546-98-1299,MALE,255,JAVANESE,07/24/1968,DEMOCRAT
GILBERT,CHRISTIAN,01/12/1948,Alderwood,744-14-8657,MALE,1106,ANGORA,07/25/1968,REPUBLICAN
HARDMAN,MEGAN,08/30/1946,Alderwood,148-49-4619,FEMALE,2730,AIREDALE,07/25/1968,REPUBLICAN
CALDWELL,JOSHUA,08/10/1931,Alderwood,828-22-3582,MALE,2464,GREYHOUND,07/26/1968,REPUBLICAN
HAYNIE,MACKENZIE,05/27/1949,Utah,867-78-5048,FEMALE,145,SAGE,07/26/1968,REPUBLICAN
HOLT,CARTER,08/01/1949,Idaho,526-37-3906,MALE,39,TWENTIETH,07/27/1968,REPUBLICAN
SWANSON,EMILY,05/28/1949,ILLINOIS,897-69-5111,FEMALE,578,THISTLE,07/27/1968,REPUBLICAN
KRATZER,JUSTIN,01/15/1948,NORTH DAKOTA,943-39-4979,MALE,125,HAVANESE,07/28/1968,REPUBLICAN
WORDEN,ALLISON,09/02/1946,Alderwood,603-53-8251,FEMALE,1673,SIAMESE,07/28/1968,INDEPENDENT
CHASSIN,CASPER,08/13/1931,Montana,380-76-5742,MALE,42,BLUEBERRY,07/29/1968,DEMOCRAT
ROH,SARAH,06/17/1938,Oregon,570-72-7719,FEMALE,3664,PRICKLYPEAR,07/29/1968,REPUBLICAN
MARASCO,NEWTON,01/17/1948,Alderwood,340-14-6947,MALE,2884,TWENTIETH,07/30/1968,REPUBLICAN
MELENDEZ,JENNA,09/04/1946,Oregon,815-11-2803,FEMALE,3661,THIRD,07/30/1968,DEMOCRAT
APRA,TAYLOR,04/23/1945,Alderwood,494-95-5223,FEMALE,1386,TONKINESE,07/31/1968,REPUBLICAN
MORGAN,JEFF,09/05/1946,Mexico,841-74-2937,MALE,535,CHIHUAHUA,07/31/1968,DEMOCRAT
BAKER,FAITH,06/02/1949,Mexico,552-02-4462,FEMALE,355,OAK,08/01/1968,DEMOCRAT
HECK,RYAN,09/06/1946,NEW HAMPSHIRE,601-82-0078,MALE,429,WASHINGTON,08/01/1968,INDEPENDENT
LI,JESSICA,06/03/1949,INDIANA,212-36-0047,FEMALE,812,TWINBERRY,08/02/1968,DEMOCRAT
MORGEN,KELVIN,06/03/1949,ARIZONA,778-98-4108,MALE,139,BEAGLE,08/02/1968,DEMOCRAT
KEAVENEY,PAIGE,04/26/1945,Alderwood,248-41-6407,FEMALE,1686,SELKIRK,08/03/1968,REPUBLICAN
THEVUTHASAN,ANDREW,08/08/1950,Alderwood,416-21-6541,MALE,615,PAPILION,08/03/1968,DEMOCRAT
QAFOKU,ASHLEY,09/09/1946,Alderwood,348-48-9913,FEMALE,1841,BITTERSWEET,08/04/1968,DEMOCRAT
SIMONEN,ROD,08/09/1950,Alderwood,352-34-6042,MALE,1676,MARIGOLD,08/04/1968,REPUBLICAN
KOUADIO,NICHOLAS,09/10/1946,Alderwood,351-64-5428,MALE,1225,TENTH,08/05/1968,DEMOCRAT
THOMAS,MAKAYLA,09/10/1946,Utah,795-07-3378,FEMALE,785,PERSIMMON,08/05/1968,REPUBLICAN
BACHELOR,PATRICK,08/11/1949,Alderwood,322-70-2583,MALE,1183,DAFFODIL,08/06/1968,REPUBLICAN
STENKAMP,SAMANTHA,09/11/1946,Alderwood,956-63-6387,FEMALE,1265,BITTEROOT,08/06/1968,DEMOCRAT
LONDONO,BONNIE,01/25/1948,Alderwood,872-07-9730,FEMALE,1188,SNOWBERRY,08/07/1968,REPUBLICAN
WOO,TYLER,09/12/1946,PENNSYLVANIA,818-28-0885,MALE,455,CRANBERRY,08/07/1968,REPUBLICAN
QUACKENBUSH,DONOVAN,08/13/1949,Alderwood,708-82-0983,MALE,378,TERRIER,08/08/1968,REPUBLICAN
ZHANG,MADISON,09/13/1946,ALASKA,128-39-1451,FEMALE,157,BEARBERRY,08/08/1968,REPUBLICAN
MOSER,Alex,08/24/1931,NEBRASKA,511-70-4286,MALE,20,AFGHAN,08/09/1968,REPUBLICAN
SADESKY,JACOB,01/27/1948,Alderwood,439-07-3612,MALE,588,OLIVE,08/09/1968,REPUBLICAN
SMITH,HANNAH,05/03/1945,Oregon,349-70-1436,FEMALE,4048,PINSCHER,08/10/1968,REPUBLICAN
ZAMA,Bonnie,06/11/1949,NORTH CAROLINA,237-61-5556,FEMALE,22,SPRUCE,08/10/1968,INDEPENDENT
LEMASTERS,Charley,08/16/1950,Montana,820-43-3428,MALE,45,HOLLY,08/11/1968,DEMOCRAT
SARIPALLI,ZACHARY,09/16/1946,Montana,650-04-4900,MALE,7,LAVENDER,08/11/1968,REPUBLICAN
AMACKER,Danielle,09/17/1946,Alderwood,400-95-8103,FEMALE,1559,GREYHOUND,08/12/1968,DEMOCRAT
FAULK,KAYLA,01/30/1948,Alderwood,937-47-4333,FEMALE,1855,GINGER,08/12/1968,REPUBLICAN
KOVACIK,Earl,05/06/1945,ARIZONA,128-67-7231,MALE,194,HAVANESE,08/13/1968,DEMOCRAT
RAMIREZ,BRANDON,06/14/1949,Alderwood,510-84-9347,MALE,1281,BEAGLE,08/13/1968,REPUBLICAN
LYNCH,Frances,09/19/1946,Alderwood,482-16-6363,MALE,1825,HIMALAYA,08/14/1968,DEMOCRAT
YANTASEE,ALEXIS,06/15/1949,Alderwood,692-92-7082,FEMALE,513,KOMONDOR,08/14/1968,INDEPENDENT
BROOKS,Gaston,09/20/1946,Alderwood,489-63-5899,MALE,2359,SCOTTISH,08/15/1968,DEMOCRAT
LARSEN,AUSTIN,08/30/1931,Alderwood,063-57-1099,MALE,1708,EIGHTH,08/15/1968,DEMOCRAT
KASPAR,Hermine,06/17/1949,Alderwood,850-55-8661,FEMALE,2394,BOXWOOD,08/16/1968,REPUBLICAN
ZHONG,LISA,09/21/1946,Alderwood,440-03-1828,FEMALE,2674,BARREL,08/16/1968,DEMOCRAT
GUZMAN,ETHAN,05/10/1945,Oregon,289-21-5168,MALE,3556,SUNFLOWER,08/17/1968,DEMOCRAT
WRIGHT,Ivan,08/22/1950,Alderwood,907-74-8866,MALE,1695,COLLIE,08/17/1968,REPUBLICAN
AVILA,CHRISTINE,08/23/1949,California,158-43-1484,FEMALE,43,NINETEENTH ,08/18/1968,DEMOCRAT
SCHMIDT,Jeanne,02/05/1948,LOUISIANNA,577-91-8284,FEMALE,205,PHEASANT,08/18/1968,REPUBLICAN
GERK,ANTHONY,02/06/1948,Oregon,650-85-5695,MALE,1861,RASPBERRY,08/19/1968,DEMOCRAT
HESS,Karl,06/20/1949,Utah,021-94-6603,MALE,590,PINSCHER,08/19/1968,REPUBLICAN
COWIN,Lisa,02/07/1948,Alderwood,839-46-1647,FEMALE,461,BURMESE,08/20/1968,REPUBLICAN
ZHANG,CHRISTINA,06/21/1949,NEW YORK,397-05-3475,FEMALE,24,KOMONDOR,08/20/1968,REPUBLICAN
HEBERT,Matthew,08/26/1949,MASSACHUSETTS,735-94-5143,MALE,1127,SIXTEENTH,08/21/1968,REPUBLICAN
LUO,ALEXANDER,02/08/1948,Alderwood,950-66-1156,MALE,761,BASENJI,08/21/1968,REPUBLICAN
MCKINLEY,Nicole,02/09/1948,Mexico,584-32-0201,FEMALE,875,FOURTH,08/22/1968,REPUBLICAN
TANG,TRACY,06/23/1949,RHODE ISLAND,848-67-1073,FEMALE,659,HONEYSUCKLE,08/22/1968,REPUBLICAN
PANTHER,Otto,09/28/1946,ARIZONA,517-83-2956,MALE,439,BIRCH,08/23/1968,INDEPENDENT
STEGEN,JONATHON,08/28/1949,Utah,986-80-5837,MALE,124,BARBERRY,08/23/1968,REPUBLICAN
BIJU,Paula,02/11/1948,Alderwood,244-93-3147,FEMALE,1440,SAGE,08/24/1968,DEMOCRAT
BOGDANOV,KAREN,09/29/1946,Alderwood,361-23-7490,FEMALE,1691,SUMAC,08/24/1968,REPUBLICAN
BERGERON,Richard,06/26/1949,Oregon,144-20-8886,MALE,1666,BRITTANY,08/25/1968,DEMOCRAT
HAMPT,DYLAN,09/09/1931,Alderwood,021-77-9490,MALE,269,FOXGLOVE,08/25/1968,REPUBLICAN
ANDRE,Shary,06/27/1949,Oregon,366-36-2367,FEMALE,180,PETERBALD,08/26/1968,DEMOCRAT
ZHENG,SUSAN,10/01/1946,KENTUCKY,909-92-6888,FEMALE,228,SPANIEL,08/26/1968,REPUBLICAN
GASPAR,SAMUEL,10/02/1946,Alderwood,786-37-5858,MALE,1428,ELEVENTH,08/27/1968,INDEPENDENT
HIGBY,Tomas,09/01/1949,Alderwood,189-43-6619,MALE,238,SOMALI,08/27/1968,DEMOCRAT
ACKERMAN,Virginie,02/15/1948,Alderwood,435-13-4491,FEMALE,3339,SPANIEL,08/28/1968,DEMOCRAT
FORD,TAMMY,06/29/1949,DELAWARE,137-13-8896,FEMALE,437,TIFFANY,08/28/1968,DEMOCRAT
AHN,JOSE,06/30/1949,Alderwood,753-32-7655,MALE,2338,SPHYNX,08/29/1968,DEMOCRAT
AMAYA,Walter,05/22/1945,PENNSYLVANIA,125-88-8453,MALE,237,HONEYSUCKLE,08/29/1968,REPUBLICAN
HATTRUP,Arlene,05/23/1945,Alderwood,134-89-9149,FEMALE,267,CHOWCHOW,08/30/1968,REPUBLICAN
VALIEV,TABITHA,05/23/1945,Mexico,463-93-3749,FEMALE,1085,NINTH,08/30/1968,DEMOCRAT
ALDERSON,Bret,05/24/1945,ARIZONA,547-70-9466,MALE,47,RASPBERRY,08/31/1968,REPUBLICAN
PEREZ,BENJAMIN,09/05/1950,Alderwood,019-85-7834,MALE,1708,BROOM,08/31/1968,DEMOCRAT
HENSYEL,DEBORAH,05/04/1930,ARKANSAS,370-59-0689,FEMALE,299,ELEVENTH,09/01/1968,DEMOCRAT
SANFILIPPO,Cindy,02/19/1948,Oregon,930-37-9465,FEMALE,3457,SIAMESE,09/01/1968,REPUBLICAN
LEI,NATHAN,10/08/1946,Alderwood,156-40-5148,MALE,337,JAVANESE,09/02/1968,REPUBLICAN
MCKENNA,Dennis,10/08/1946,ARIZONA,886-19-3494,MALE,179,TURKISH,09/02/1968,REPUBLICAN
LUDERS,SANDRA,02/21/1948,MEXICO,357-37-7766,FEMALE,1040,SNOWBERRY,09/03/1968,REPUBLICAN
RECKNAGLE,Emily,05/06/1930,Alderwood,629-55-2371,FEMALE,903,BURMESE,09/03/1968,REPUBLICAN
FOOTE,Franklin,05/28/1945,ARIZONA,027-90-8234,MALE,731,SWEET PEA,09/04/1968,REPUBLICAN
SHUTTHANANDAN,LOGAN,09/09/1949,Alderwood,182-56-9762,MALE,2751,FOXGLOVE,09/04/1968,REPUBLICAN
ALMQUIST,Gert,05/08/1930,Alderwood,192-83-1407,FEMALE,2261,LABRADOR,09/05/1968,INDEPENDENT
BOGGAVARAPU,PATRICIA,09/20/1931,Utah,086-40-1095,FEMALE,179,REX,09/05/1968,REPUBLICAN
AMAN,KEVIN,07/08/1949,MEXICO,974-74-9225,MALE,407,TURKISH,09/06/1968,REPUBLICAN
EDWARDS,Harvey,10/12/1946,Alderwood,142-78-4598,MALE,990,HONEYSUCKLE,09/06/1968,DEMOCRAT
FOLEY,DONNA,09/12/1950,ARIZONA,886-32-7151,FEMALE,63,TENTH,09/07/1968,REPUBLICAN
GONZALES,Irene,09/12/1950,Alderwood,325-17-7922,FEMALE,413,SPRUCE,09/07/1968,DEMOCRAT
ALLEN,Jose,09/13/1949,MEXICO,998-48-2706,MALE,605,THIRTEENTH,09/08/1968,DEMOCRAT
CHIEN,GABRIEL ,10/14/1946,Mexico,667-62-5834,MALE,345,RAGDOLL,09/08/1968,REPUBLICAN
JEFFERSON,Katrina,10/15/1946,Alderwood,346-96-0580,FEMALE,805,SCHNAUZER,09/09/1968,DEMOCRAT
YANG,LINDA,06/02/1945,Alderwood,499-66-7112,FEMALE,655,GINGER,09/09/1968,INDEPENDENT
OMBERG,Lee,07/12/1949,Alderwood,005-19-9944,MALE,2625,BOMBAY,09/10/1968,DEMOCRAT
PANGELINAN,NOAH,10/16/1946,Oregon,589-85-5178,MALE,3850,FIRST ,09/10/1968,DEMOCRAT
BREDT,Maria,09/16/1949,Alderwood,685-51-5347,FEMALE,321,TWELVTH,09/11/1968,REPUBLICAN
SMIDGA,DEBRA,10/17/1946,Alderwood,745-07-2583,FEMALE,663,THIRD,09/11/1968,DEMOCRAT
BEUS,Nate,03/01/1948,MEXICO,925-78-2032,MALE,545,STRAWBERRY,09/12/1968,REPUBLICAN
MCDONALD,CALEB,07/14/1949,Alderwood,964-38-1928,MALE,848,BARREL,09/12/1968,DEMOCRAT
ATENCIO,Ophelia,05/16/1930,Utah,978-48-0579,FEMALE,176,ELEVENTH,09/13/1968,REPUBLICAN
REDINGER,BRENDA,09/18/1949,Alderwood,360-94-4271,FEMALE,1092,HONEYSUCKLE,09/13/1968,DEMOCRAT
RYAN,Philippe,09/19/1950,Alderwood,472-42-8058,MALE,2947,MAPLE,09/14/1968,REPUBLICAN
THORNTON,JORDAN,03/03/1948,Oregon,272-05-6732,MALE,2914,CHIHUAHUA,09/14/1968,DEMOCRAT
MORAN,JASMINE,07/17/1949,Alderwood,481-06-4025,FEMALE,767,SNOWBERRY,09/15/1968,REPUBLICAN
PITTMAN,Rita,03/04/1948,MEXICO,181-22-5245,FEMALE,205,SAFFLOWER,09/15/1968,REPUBLICAN
EPPERLY,Stan,10/22/1946,Alderwood,232-72-8106,MALE,973,RASPBERRY,09/16/1968,REPUBLICAN
ORTIZ,HUNTER,03/05/1948,Montana,596-55-3591,MALE,95,SNOWSHOE,09/16/1968,REPUBLICAN
LAFEMINA,Tammy,07/19/1949,Alderwood,597-86-6039,FEMALE,3115,FOURTH,09/17/1968,REPUBLICAN
TOLIC,SYDNEY,09/22/1949,Oregon,370-06-1446,FEMALE,1000,ABYSSINIAN,09/17/1968,REPUBLICAN
AREVALO,CAMERON,03/07/1948,Alderwood,575-75-0471,MALE,161,LAUREL,09/18/1968,REPUBLICAN
DOCKENDORFF,Vince,10/24/1946,Alderwood,353-61-4684,MALE,1204,COON,09/18/1968,INDEPENDENT
HAY,Wilma,10/25/1946,Montana,936-89-6049,FEMALE,7,WASHINGTON,09/19/1968,DEMOCRAT
WOODSTOCK,VICTORIA,10/25/1946,Alderwood,391-19-7794,FEMALE,1400,TERRIER,09/19/1968,REPUBLICAN
GRIBBLE,Alberto,07/22/1949,Alderwood,776-72-4005,MALE,1564,BOBTAIL,09/20/1968,DEMOCRAT
ZHANG,KYLE,03/09/1948,Alderwood,328-62-9091,MALE,1723,COONHOUND,09/20/1968,REPUBLICAN
KOHN,Beryl,10/27/1946,California,841-98-5146,FEMALE,28,DALMATIAN,09/21/1968,DEMOCRAT
SHARMA,ANNA,07/23/1949,Alderwood,062-87-4248,FEMALE,3353,LAVENDER,09/21/1968,REPUBLICAN
